game_title,hours
Chivalry Medieval Warfare,3964.4000000000005
Chocolatier Decadence by Design,90.0
Choice Chamber,5.3
Choice of Robots,2.1
Choice of the Deathless,2.2
Chompy Chomp Chomp,0.0
Choplifter HD,0.0
Chris Sawyer's Locomotion,2.6
Chroma Squad,13.4
Chrome,0.3
Chrome Specforce,0.1
Chronicles of Mystery The Scorpio Ritual,0.0
Chronicles of a Dark Lord Episode 1 Tides of Fate Complete,9.899999999999999
Chronology,0.0
Chucks Challenge 3D,0.0
Chunk of Change Knight,0.0
Chuzzle Deluxe,6.3
Cinders,6.300000000000001
Circuits,2.1
Citadels,0.5
Cities Skylines,3201.2
Cities XL,5.4
Cities XL - Limited Edition,1.9
Cities XL 2011,76.1
Cities XL 2012,472.0
Cities XL Platinum,168.00000000000003
Cities XXL,65.7
Cities in Motion,259.6
Cities in Motion 2,75.89999999999999
Cities in Motion 2 Marvellous Monorails,0.0
Citizens of Earth,0.0
City Life 2008,3.1
City of Heroes,7.6
City of Steam Arkadia,5.800000000000001
CivCity Rome,3.0
Civil War II,0.2
Claire,1.2
Claire - Soundtrack,0.0
Clans,0.0
Clash of Puppets,2.9
Clergy Splode,0.4
Clicker Heroes,12937.400000000001
Clickr,3.0
Clickteam Fusion 2.5,0.3
Clive Barker's Jericho,15.899999999999999
Clockwork Empires,8.5
Clockwork Tales Of Glass and Ink,10.8
Cloning Clyde,0.0
Close Combat - Gateway to Caen,1.0
Close Your Eyes,3.8000000000000003
Closure,23.099999999999998
Cloud Chamber,22.0
Cloudberry Kingdom,7.2
Cloudbuilt,0.7
Cloudy with a Chance of Meatballs,4.9
Clown House (Palyao Evi),1.5
Clutch,1.0
Cobi Treasure Deluxe,2.1
Codename CURE,128.1
Codename Gordon,4.300000000000001
Codename Panzers - Cold War,6.3
Coffin Dodgers,8.8
Cognition - Original Soundtrack Vol 1,0.0
Cognition An Erica Reed Thriller,3.5
Cogs,55.50000000000001
Coil,0.3
Coin Crypt,9.6
Coldfire Keep,0.0
Colin McRae Rally,6.6000000000000005
Collapse,3.9000000000000004
Collisions,0.0
Colonial Conquest,0.3
Color Symphony,1.3
ComaMortuary,1.9
Comanche 4,22.0
Combat Arms,163.79999999999998
Combat Monsters,0.0
Combat Wings Battle of Britain,0.6000000000000001
Comedy Quest,0.0
Command HQ,0.0
Command and Conquer 3 Kane's Wrath,137.79999999999998
Command and Conquer 3 Tiberium Wars,167.1
Command and Conquer 4 Tiberian Twilight,235.2
Command and Conquer Red Alert 3,481.7
Command and Conquer Red Alert 3 - Uprising,217.4
Commander Conquest of the Americas,12.0
Commander Conquest of the Americas - Pirate Treasure Chest,0.0
Commander Conquest of the Americas Gold,0.7
Commander Keen Complete Pack,6.9
Commando Jack,5.5
Commandos 2 Men of Courage,39.1
Commandos 3 Destination Berlin,3.0
Commandos Behind Enemy Lines,19.599999999999998
Commandos Beyond the Call of Duty,0.2
Community College Hero Trial by Fire,8.1
Company of Heroes,610.2
Company of Heroes (New Steam Version),1228.2
Company of Heroes 2,1955.0
Company of Heroes 2 - Ardennes Assault,0.0
Company of Heroes 2 - The British Forces,0.0
Company of Heroes Europe at War,25.2
Company of Heroes Opposing Fronts,416.4
Company of Heroes Tales of Valor,432.70000000000005
Company of Heroes The Great War 1918,0.0
Concursion,0.0
Condemned Criminal Origins,0.3
Conflicks - Revolutionary Space Battles Demo,0.0
Conflict Denied Ops,5.7
Confrontation,3.5999999999999996
Coniclysm,0.3
Conquest of Champions,2.4
Consortium Soundtrack and Discoveries,0.0
Constant C,1.2
Construct 2 Free,17.9
Construction Machines 2014,0.0
Construction Simulator 2015 Liebherr 150 EC-B,0.0
Construction Simulator 2015 Liebherr LB28,0.0
Construction Simulator 2015 Liebherr LR 1300,0.0
Construction Simulator 2015 Vertical Skyline,0.0
Construction-Simulator 2015,334.1
Contagion,199.8
Containment The Zombie Puzzler,2.3
Contraption Maker,13.2
Contrast,8.2
Controller Companion,1.2
Convoy,10.5
"Cook, Serve, Delicious!",111.0
Cooking Academy Fire and Knives,0.0
Copa Petrobras de Marcas,6.5
Corona MotorSport,0.0
Corporate Lifestyle Simulator,0.6
Cortex Command,4.8999999999999995
CortexGearAngryDroids,0.0
Cosmic DJ,2.3
Cosmic Osmo,0.2
Cosmo's Cosmic Adventure,0.0
Cosmonautica,37.300000000000004
Cosmonautica - Soundtrack,0.0
Cosmophony,3.5
Cossacks Art of War,99.0
Cossacks Back to War,39.5
Cossacks European Wars,7.0
Cossacks II Battle for Europe,12.2
Cossacks II Napoleonic Wars,9.0
Costume Quest,69.39999999999999
Costume Quest 2,0.0
Counter-Strike,134261.1
Counter-Strike Condition Zero,7950.0
Counter-Strike Condition Zero Deleted Scenes,418.20000000000005
Counter-Strike Global Offensive,322771.6
Counter-Strike Nexon Zombies,2014.1
Counter-Strike Nexon Zombies - Starter Pack,0.0
Counter-Strike Source,96075.49999999999
Crab Cakes Rescue,0.0
Cradle,34.9
Craft The World,789.2
Crash Time II,21.6
Crawl,26.0
Crayon Chronicles,0.0
Crayon Physics Deluxe,10.700000000000001
Crazy Cars - Hit the Road,0.0
Crazy Chicken Tales,0.0
Crazy Machines,3.9000000000000004
Crazy Machines 1.5 Inventors Training Camp,0.0
Crazy Machines 1.5 New from the Lab,0.0
Crazy Machines 2,15.1
Crazy Machines 2 - Jewel Digger DLC,0.0
Crazy Machines 2 Fluid Add-On,0.0
Crazy Machines Elements,0.0
Crazy Machines Golden Gears,0.0
Crazy Plant Shop,4.0
Crazy Taxi,0.6
CreaVures,1.6
Creativerse,188.59999999999997
Creeper World 3 Arc Eternal,24.2
Cricket Captain 2014,28.2
Cricket Revolution,38.4
CrimeCraft GangWars,7.5
Crimsonland,17.2
Crimzon Clover  WORLD IGNITION,3.8000000000000003
Critical Mass,0.1
Critter Crunch,0.2
CroNix,12.4
Croixleur Sigma,0.0
Crookz - The Short Movie,0.0
CrossCode,0.0
Crossfire Europe,5.299999999999999
Crouching Pony Hidden Dragon,0.3
Crow - Hunter (Trapper Class),0.0
Crowntakers,0.2
Cruel Arena,0.0
Crusader Kings Complete,5.6
Crusader Kings II,9020.7
Crusader Kings II Hymns of Abraham,0.0
Crusader Kings II Military Orders Unit Pack,0.0
Crusader Kings II Sons of Abraham,0.0
Crusader Kings II Warriors of Faith Unit Pack,0.0
Crusaders Thy Kingdom Come,1.5
Crusaders of the Lost Idols,618.9
Cry of Fear,172.5
Cryostasis,18.1
Crypt of the NecroDancer,353.5
Crypt of the NecroDancer Extended Soundtrack,0.0
Crypt of the NecroDancer Extras,0.0
Crypt of the Necrodancer Soundtrack,0.0
Crysis,380.1
Crysis 2,156.4
Crysis 2 Maximum Edition,612.9000000000001
Crysis Warhead,190.4
Crysis Wars,26.799999999999997
Crystal Caves,0.0
Crystal Rift,0.0
Crystals of Time,3.7
Cthulhu Saves the World ,44.6
Cube & Star An Arbitrary Love,0.0
CubeGun,9.6
Cubemen,19.5
Cubemen 2,15.0
Cubesis,0.0
Cubetractor,0.0
Cubic Castles,107.2
Cubot,0.5
Cult of the Wind,0.0
Cultures - Northland,194.0
Curse The Eye of Isis,0.2
Curse of Mermos,2.6
Curse of the Assassin,0.0
Cyberpunk 3776,0.0
Cyto,3.4
D.I.P.R.I.P. Warm Up,50.8
D.U.S.T.,0.1
D4 Dark Dreams Don't Die,0.5
DARK,13.8
DARK - Cult of the Dead DLC,0.0
DARK SOULS II,6193.799999999999
DARK SOULS II - Season Pass,0.0
DARK SOULS II Crown of the Old Iron King,0.0
DARK SOULS II Scholar of the First Sin,1691.3
DC Universe Online,4674.700000000001
DCS Black Shark,4.2
DCS World,38.2
DEFCON,38.0
DETOUR,7.199999999999999
DLC Quest,67.60000000000001
DOOM 3,70.7
DOOM 3 BFG Edition,388.59999999999997
DOOM 3 Resurrection of Evil,13.599999999999998
DOOM II Hell on Earth,31.099999999999998
DRAGON BALL XENOVERSE,1254.3
DRAGON QUEST HEROES Slime Weapons and Two Bonus Maps,0.0
DRAKERZ-Confrontation,1.9
DUNGEONS - Steam Special Edition,93.19999999999999
DUNGEONS - The Dark Lord (Steam Special Edition),27.099999999999998
DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,140.8
Daikatana,0.8999999999999999
Damnation,0.2
Damnation City of Death,1.0
Damned,24.9
Dangerous High School Girls in Trouble!,1.1
Dangerous Waters,0.5
Danmaku Unlimited 2,0.0
Dark Ages,0.0
Dark Arcana The Carnival,3.2
Dark Echo,0.1
Dark Fall 1 The Journal,0.5
Dark Fall 2 Lights Out,0.0
Dark Fall Lost Souls,3.0
Dark Forester,0.0
Dark Matter,0.0
Dark Messiah of Might & Magic Multi-Player,580.4999999999999
Dark Messiah of Might & Magic Single Player,147.89999999999998
Dark Sector,0.0
Dark Souls Prepare to Die Edition,4738.5
Dark Void,0.4
Dark Void Zero,0.2
DarkBase 01,0.0
DarkEnd,2.3
DarkStar One,41.9
Darkest Dungeon,781.3000000000002
Darkest Hour A Hearts of Iron Game,123.6
Darkest Hour Europe '44-'45,342.0
Darkout,1.0
Darksiders,1195.0
Darksiders II,1282.8
Darksiders II Deathinitive Edition,4.8
Darksiders II Soundtrack,0.0
Darksiders Soundtrack,0.0
Darkspore,151.0
Darkstone,18.6
Darkwind War on Wheels,0.7000000000000001
Darwinia,31.0
Data Hacker Corruption,0.0
Data Hacker Initiation,0.0
Data Jammers FastForward,0.0
David.,0.2
Dawn of Discovery,18.200000000000003
Dawn of Discovery - Demo,0.0
Dawn of Discovery - Venice,219.1
Day One Garry's Incident,6.1
Day of Defeat,1351.5
Day of Defeat Source,4840.299999999999
DayZ,20315.4
Daylight,7.1
Dead Bits,39.400000000000006
Dead Bits (Soundtrack),0.0
Dead Effect,7.000000000000001
Dead Horde,4.199999999999999
Dead Island,2531.999999999999
Dead Island Epidemic,742.0
Dead Island Riptide,633.5
Dead Mountaineer's Hotel,0.9
Dead Pixels,3.9
Dead Realm,46.199999999999996
Dead Rising 2,127.7
Dead Rising 2 Off the Record,51.599999999999994
Dead Rising 3,172.2
Dead Rising 3 DLC1,0.0
Dead Rising 3 DLC2,0.0
Dead Rising 3 DLC3,0.0
Dead Rising 3 DLC4,0.0
Dead Space,327.4
Dead Space 2,270.9
Dead State,48.2
Dead or Alive 5 Last Round,16.3
DeadCore,5.5
Deadbreed,47.6
Deadbreed  Undertaker Beta Pack,0.0
Deadfall Adventures,8.100000000000001
Deadlight,108.60000000000001
Deadlight Original Soundtrack,0.0
Deadlings - Rotten Edition,5.0
Deadly 30,8.100000000000001
Deadly Premonition The Director's Cut,11.6
Deadly Profits,3.4
Deadly Sin 2,0.0
Deadnaut,0.0
Deadpool,131.0
Dear Esther,32.099999999999994
Death Rally,17.900000000000002
Death Rally (Classic),0.0
Death Ray Manta,0.0
Death Skid Marks,0.3
Death Track Resurrection,0.0
Death to Spies,0.0
Death to Spies Moment of Truth,0.0
DeathSpank,43.2
DeathSpank Thongs Of Virtue,18.1
Deathmatch Classic,23.7
Deathtrap,3.1999999999999997
Decay - The Mare,5.0
Deep Dungeons of Doom,0.0
Deep Eclipse,0.0
Deep Fritz 14 DLC,0.0
Deep Under the Sky,0.0
Deepworld,3.0
Defend Your Life,3.8
Defender's Quest Valley of the Forgotten,24.5
Defenders of Ardania,0.0
Defense Grid 2,120.2
Defense Grid 2 A Matter of Endurance,4.6
Defense Grid Containment DLC,0.0
Defense Grid Resurgence Map Pack 1,0.0
Defense Grid Resurgence Map Pack 2 ,0.0
Defense Grid Resurgence Map Pack 3,0.0
Defense Grid Resurgence Map Pack 4,0.0
Defense Grid The Awakening,755.8
Defiance,1433.6
Defiance Arktech Revolution,0.0
Defy Gravity,35.800000000000004
Deja Vu MacVenture Series,0.0
Delta Force 2,3.3
Delta Force Black Hawk Down,0.6
Delta Force Black Hawk Down - Team Sabre,69.0
Delve Deeper,4.6000000000000005
Delver,2.5999999999999996
Dementium II HD,3.8
Demigod,144.0
Demise of Nations Rome,1.5
Democracy 2,78.60000000000001
Democracy 3,152.9
Democracy 3 Clones and Drones,0.0
Democracy 3 Extremism,0.0
Democracy 3 Extremism Linux,0.0
Democracy 3 Extremism Mac,0.0
Democracy 3 Social Engineering,0.0
Democracy 3 Social Engineering Linux,0.0
Democracy 3 Social Engineering Mac,0.0
"Demolition, Inc.",2.5
Demon Hunter Chronicles from Beyond,3.7
Demonicon,3.5
Deponia,171.3
Deponia The Complete Journey,122.4
Depression Quest,6.199999999999999
Depth,248.5
Depth - S.T.E.V.E. Pack,0.0
Depth DEV,0.0
Depth Hunter 2 Deep Dive,10.4
Depth Hunter 2 Ocean Mysteries,0.0
Depths of Peril,0.2
Descent,20.4
Descent 2,0.30000000000000004
Descent 3,0.0
Descent Underground,0.5
Desert Gunner,0.0
Desert Thunder,0.0
Desktop Dungeons,87.9
Desktop Dungeons Goatperson DLC,0.0
Desktop Dungeons Soundtrack,0.0
Despair,21.7
Desperados - Wanted Dead or Alive,11.2
Destination Sol,9.0
Destiny Warriors,2.6
Detective Case and Clown Bot in Murder in the Hotel Lisbon,0.0
Detective Grimoire,1.8
Dethroned!,0.7
Deus Ex Game of the Year Edition,188.29999999999998
Deus Ex Human Revolution,3587.3999999999996
Deus Ex Human Revolution - Director's Cut,777.1
Deus Ex Human Revolution - The Missing Link,195.50000000000003
Deus Ex Invisible War,18.5
Deus Ex Revision,0.5
Deus Ex The Fall,9.1
Dev Guy,1.5
Devil May Cry 3 Special Edition,29.7
Devil May Cry 4,114.69999999999999
Devil May Cry 4 Special Edition,22.1
Devil's Bluff,0.0
Devil's Workshop pack,0.0
Devilian,93.8
Devils & Demons,0.0
Devils Share,0.7
Dex,10.8
DiRT,8.0
DiRT 2,268.9
DiRT 3,691.9000000000001
DiRT 3 Complete Edition,98.7
DiRT Rally,189.7
DiRT Showdown,124.6
Diamond Dan,0.1
Diaper Dash,0.3
Diehard Dungeon,0.0
Dig or Die,21.0
DiggerOnline,84.4
Digital Combat Simulator A-10C Warthog,0.8
Diner Dash Hometown Hero,5.1
DinerTown Tycoon,1.0
Dinner Date,0.0
Dino D-Day,164.1
Dinosaur Hunt Africa Contract,0.5
Dirty Bomb,1390.3
Disciples II Gallean's Return,47.8
Disciples II Rise of the Elves,0.9999999999999999
Disciples III Reincarnation,716.6
Disciples III Renaissance,554.1000000000001
Disciples III Resurrection,10.4
Disciples Sacred Lands Gold,6.7
Dishonored,2842.2
Dishonored (RU),321.2
Dismal Swamp DLC,0.0
Disney Infinity 2.0,16.4
Disney Infinity 3.0 Play Without Limits,4.6000000000000005
DisplayFusion,0.8
Distance,38.2
Distant Star Revenant Fleet,1.0
Distant Worlds Universe,132.0
District 187,19.1
Dive to the Titanic,4.7
Divekick,35.6
Divine Divinity,10.9
Divine Souls,29.9
Divinity Dragon Commander,96.3
Divinity Dragon Commander Beta,3.7
Divinity II - Ego Draconis,29.9
Divinity II - The Dragon Knight Saga,41.1
Divinity II Developer's Cut,136.89999999999998
Divinity Original Sin,2380.0999999999995
Divinity Original Sin Enhanced Edition,124.00000000000001
Dizzel,63.099999999999994
DmC Devil May Cry,513.2
Doc Clock The Toasted Sandwich of Time,2.8000000000000003
Doctor Who The Eternity Clock,5.6
Dodge,2.1
DogFighter,4.699999999999999
Dogfight 1942,5.6
Dogfight 1942 Fire over Africa,0.0
Dogfight 1942 Russia under Siege,0.0
Dogs of War Online - Beta,4.0
Dollar Dash,1.0
Dollar Dash DLC1 More Ways to Win,0.0
Dollar Dash DLC2 Robbers Tool-Kit,0.0
Dominions 4,9.2
Dominique Pamplemousse,0.0
Don Bradman Cricket 14,89.0
Don't Starve,3581.9
Don't Starve Reign of Giants,0.0
Don't Starve Shipwrecked,0.0
Don't Starve Together Beta,2031.9
Doodle God,6.4
Doom & Destiny,0.0
Door Kickers,63.39999999999999
Door Kickers Soundtrack,0.0
Doorways Holy Mountains of Flesh,0.0
Doorways Prelude,8.3
Doorways The Underworld,11.0
Dota 2,981684.6000000001
Dota 2 - Short Film Contest,0.0
Dota 2 - The International 2015 - Player Profiles,0.0
Double Action Boogaloo,217.29999999999998
Double Dragon Neon,20.1
Double Dragon Trilogy,0.0
Down To One,3.6
Downwell,3.5999999999999996
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist",1.6
Dr.Green,0.0
Draconian Wars,1.9
Dracula 2 The Last Sanctuary,0.0
Dracula 3 The Path of the Dragon,0.0
Dracula 4 and  5 - Special Steam Edition,0.0
Dracula Love Kills,0.0
Dracula Origin,1.6
Dracula The Resurrection,0.0
Dracula's Legacy,8.7
Dragomon Hunter,17.400000000000002
Dragomon Hunter - Welcome Gift,0.0
Dragon Age II,372.8
Dragon Age Origins,1886.7999999999997
Dragon Age Origins - Awakening,0.0
Dragon Age Origins - Ultimate Edition,2552.5000000000005
Dragon Age Origins Character Creator,4.7
Dragon Nest,413.5
Dragon Nest Europe,1033.8
Dragon Quest Heroes,13.899999999999999
Dragon The Game,0.9
Dragon's Lair,2.0
Dragon's Lair 2 Time Warp,1.3
Dragon's Prophet,54.4
Dragon's Prophet (EU),119.89999999999999
Dragon's Prophet Free Starter Pack,0.0
Dragons and Titans,73.09999999999998
Drakensang,138.9
Drakensang The River of Time,1.8
Draw a Stickman EPIC,5.2
Drawn The Painted Tower,3.9
Dream,3.1
Dream Chronicles The Chosen Child,0.0
Dream Of Mirror Online,3.6
Dream Pinball 3D,0.4
Dream Tale,0.0
Dreamfall Chapters,23.9
Dreamfall The Longest Journey,10.899999999999999
Dreaming Sarah,0.6
Dreaming Sarah OST,0.0
Driftmoon,0.3
Drive Any Track,0.0
Drive to Hell,0.0
Driver Booster 3 for STEAM,0.0
Driver San Francisco,105.29999999999998
Driving School Simulator,0.0
Droid Assault,1.7
Droplitz,4.8
Drunken Robot Pornography,1.6
Ducati World Championship,0.0
Duck Dynasty,2.4
Duck Game,125.39999999999999
DuckTales Remastered,22.0
Duke Nukem,0.0
Duke Nukem 2,0.0
Duke Nukem 3D,0.0
Duke Nukem 3D Megaton Edition,67.20000000000002
Duke Nukem Forever,414.6000000000001
Duke Nukem Forever ,17.6
Duke Nukem Manhattan Project,0.0
Dungeon Crawlers HD,0.0
Dungeon Defenders,3816.2000000000003
Dungeon Defenders Eternity,95.69999999999999
Dungeon Defenders II,937.0
Dungeon Fighter Online,0.0
Dungeon Hearts,4.2
Dungeon Nightmares II  The Memory,0.0
Dungeon Party,0.3
Dungeon Siege,86.99999999999999
Dungeon Siege 2,18.8
Dungeon Siege III,196.7
Dungeon Souls,92.4
Dungeon of Elements,0.0
Dungeon of the Endless,176.6
Dungeonbowl Knockout Edition,0.2
Dungeonland,47.2
Dungeonland - All access pass,0.0
Dungeons & Dragons Chronicles of Mystara,19.5
Dungeons & Dragons Daggerdale,19.700000000000003
Dungeons & Dragons Online,442.0
Dungeons 2,86.9
Dungeons The Eye of Draconus,0.9
Dungeons of Dredmor,739.6999999999999
Duskers,0.0
Dust An Elysian Tail,335.59999999999997
Dustforce,72.10000000000001
Dustoff Heli Rescue,3.9
Dwarfs F2P,22.700000000000003
Dwarfs!?,7.1
Dyad,0.0
Dying Light,2212.6000000000004
Dynamite Jack,0.4
Dynasty Warriors 8 - Empires,23.0
Dynomite! Deluxe,1.9
Dysan the Shapeshifter,1.4
Dysfunctional Systems Learning to Manage Chaos,5.199999999999999
Dystopia,0.0
E.Y.E Divine Cybermancy,112.4
EDGE,13.200000000000001
ENKI,0.3
ENSLAVED Odyssey to the West Premium Edition,17.6
EVE Online,732.6
EVGA PrecisionX 16,166.1
Eador. Masters of the Broken World,215.2
Earth 2140 HD,0.0
Earth 2150 Lost Souls,5.3
Earth 2150 The Moon Project,8.4
Earth 2150 Trilogy,3.9
Earth 2160,58.4
Earth Defense Force Insect Armageddon,95.89999999999999
East India Company,50.0
East India Company Gold,12.7
East India Company Pirate Bay,5.8
East India Company Privateer,0.3
Eastside Hockey Manager,1295.0
EasyAntiCheat eSports,70.5
Eaten Alive,3.6
Echelon,3.3
Echo of Soul,408.59999999999997
Echo of the Wilds,0.2
Echoes+,6.6
Eden Star  Destroy - Build - Protect,17.2
Edge of Space,15.4
Edna & Harvey Harvey's New Eyes,10.1
Edna & Harvey The Breakout,10.100000000000001
Eets,13.200000000000001
Eets Munchies,23.799999999999997
Eidolon,0.2
Eldevin,325.2
Eldritch,22.099999999999998
Electric Highways,0.3
Electronic Super Joy,14.1
Electronic Super Joy Bonus Content,0.0
Electronic Super Joy Groove City,0.1
Elegy For A Dead World,0.0
Element4l,13.3
Elemental Fallen Enchantress Map Pack,0.0
Elementary My Dear Majesty!,0.0
Elements Soul of Fire,0.0
Eleusis,0.7
Elite Dangerous,2455.7
Elite Dangerous Horizons,3.2
Else Heart.Break(),2.4
Elsword,381.3
Elven Legacy,25.8
Elven Legacy Magic,0.0
Elven Legacy Ranger,0.0
Elven Legacy Siege,0.0
Emergency 2012,46.0
Emergency 2013,20.7
Emergency 2014,7.5
Emergency 5 - Deluxe Edition,25.0
Emet - Hunter (Medic Class),0.0
Emily is Away,35.5
Empire TV Tycoon,6.7
Empire Total War,21030.3
Empires,780.5
Empires Dawn of the Modern World,0.0
Empyrion - Galactic Survival,127.30000000000001
Enclave,80.60000000000001
Endless Legend,1288.1000000000001
Endless Sky,19.6
Endless Sky - High DPI,0.0
Endless Space,1498.5999999999997
Enemy Front,57.1
Enemy Mind,10.6
Enemy Territory Quake Wars,7.0
Enforcer Police Crime Action,20.7
English Country Tune,0.4
Enigmatis 2 The Mists of Ravenwood,5.9
Enigmatis The Ghosts of Maple Creek,10.1
Entropy,0.0
Environmental Station Alpha,28.0
Epic Arena,5.8
Epic Battle Fantasy 4,120.8
Epic Battle Fantasy 4 - Soundtrack,0.0
Epic Cards Battle(TCG),0.1
Epigenesis,8.0
Eradicator,0.2
Eron,0.0
Eryi's Action,2.7
Escape,0.6
Escape Dead Island,0.0
Escape Goat,31.7
Escape Goat 2,0.0
Escape Machines,2.7
Escape Rosecliff Island,6.2
Eschalon Book 1,57.0
Eschalon Book 2,128.0
Esenthel Engine,0.4
Estranged Act I,36.5
Eternal Fate,7.3
Eternal Senia,11.600000000000001
Eternal Silence,8.3
Ethan Meteor Hunter,0.4
Ethan Meteor Hunter Deluxe Content,0.0
Ether One,25.8
Ether One Deluxe Edition Upgrade,0.0
Ether One Redux,0.0
Ether Vapor Remaster,4.5
Etherium,0.3
Etherlords,0.0
Etherlords II,0.5
Eufloria,295.0
Eufloria HD,19.0
Eufloria HD Original Soundtrack,0.0
Euro Fishing,1.3
Euro Truck Simulator,11.5
Euro Truck Simulator 2,7226.9
Euro Truck Simulator 2 - Going East!,0.0
Euro Truck Simulator 2 - Ice Cold Paint Jobs Pack,0.0
Eurofighter Typhoon,0.3
Europa Universalis III,1083.0
Europa Universalis III Divine Wind,0.0
Europa Universalis III Heir to the Throne,0.0
Europa Universalis IV,9759.0
Europa Universalis IV American Dream DLC,0.0
Europa Universalis IV Conquest of Paradise,0.0
Europa Universalis IV Conquistadors Unit pack ,0.0
Europa Universalis IV National Monuments II,0.0
Europa Universalis IV Songs of the New World,0.0
Europa Universalis IVNative Americans Unit Pack,0.0
Europa Universalis Rome - Gold Edition,6.7
Europa Universalis Rome - Vae Victis,0.0
European Ship Simulator,0.4
EverQuest Free-to-Play,4.1
EverQuest II,96.8
EverQuest II Rise of Kunark,0.0
EverQuest II The Shadow Odyssey,0.0
EverQuest Secrets of Faydwer,0.4
EverQuest Seeds of Destruction,0.3
Everlasting Summer,197.70000000000002
Everlasting Summer DLC One pioneer's story,0.0
Everyday Genius SquareLogic,12.2
Evil Genius,201.5
EvilQuest,0.0
Evochron Mercenary,16.5
Evoland,60.7
Evolution RTS,1.3
Evolve,786.5
Evolve - Behemoth,0.0
Evolve - Gorgon,0.0
Executive Assault,2.7
Expeditions Conquistador,183.5
Explodemon,0.0
F.E.A.R.,140.6
F.E.A.R. 2 Project Origin,394.7
F.E.A.R. 3,410.3999999999999
F.E.A.R. Extraction Point,38.50000000000001
F.E.A.R. Online,77.8
F.E.A.R. Perseus Mandate,35.4
F1 2010,111.1
F1 2011,78.7
F1 2012,1125.4999999999998
F1 2013,569.6
F1 2014,73.8
F1 2015,113.39999999999999
F1 Race Stars,21.9
FATE,26.4
FATE The Traitor Soul,0.0
FATE Undiscovered Realms,1.2
FEZ,238.8
FIFA Manager 09,411.0
FIFA Manager 10,0.0
FIFA Manager 11,229.0
FINAL FANTASY III,98.1
FINAL FANTASY IV,0.6
FINAL FANTASY IV THE AFTER YEARS,0.0
FINAL FANTASY TYPE-0 HD,6.8
FINAL FANTASY V,0.0
FINAL FANTASY VII,1511.9
FINAL FANTASY VIII,746.7
FINAL FANTASY XI,50.3
FINAL FANTASY XI Ultimate Collection - Abyssea Edition,0.0
FINAL FANTASY XIII,475.8
FINAL FANTASY XIII-2,122.0
FINAL FANTASY XIV A Realm Reborn,6618.5
FINAL FANTASY XIV A Realm Reborn (NA version),0.0
FINAL FANTASY XIV A Realm Reborn (PAL version),0.0
FINAL FANTASY XIV A Realm Reborn CE (NA version),0.0
FINAL FANTASY XIV Heavensward,0.0
FIREFIGHT RELOADED,0.0
FIST OF AWESOME,1.3
FLOCK!,0.1
FLY'N,1.1
FLYING TIGERS SHADOWS OVER CHINA,0.0
FORCED,77.5
FORCED Original Soundtrack,0.0
FOTONICA,5.6000000000000005
FRACT OSC,0.5
FRONTIERS,0.5
FTL Faster Than Light,2315.7999999999997
FUEL,15.600000000000001
FX Football - The Manager for Every Football Fan,8.9
FX Football 3D Match,0.0
Fable - The Lost Chapters,395.7
Fable Anniversary,161.7
Fable III,570.6
Fabula Mortis,0.0
Face It - A game to fight inner demons,0.0
Face Noir,3.1
Face of Mankind,6.9
FaceRig,25.1
FaceRig Pro Upgrade,0.0
FaceRig Team Fortress 2 Avatars DLC,0.0
Faces of War,0.7999999999999999
Fading Hearts,5.2
FaeVerse Alchemy,0.0
Faerie Solitaire,39.9
Faery - Legends of Avalon,0.0
Fahrenheit Indigo Prophecy Remastered,16.4
Fair Strike,0.7
Fairy Bloom Freesia,45.199999999999996
Fairy Bloom Freesia - Original Soundtrack,0.0
Fairy Fencer F,104.2
Fairy Tale Mysteries The Puppet Thief Collector's Edition,2.2
Fake Colours,0.0
Fall of the New Age Premium Edition,4.6
Fallen Earth,1275.5
Fallen Enchantress,151.3
Fallen Enchantress Legendary Heroes,187.20000000000002
Fallen Enchantress Legendary Heroes - Battlegrounds DLC,0.0
Fallen Enchantress Legendary Heroes - The Dead World,0.0
Fallen Enchantress Legendary Heroes Leader Pack,0.0
Fallen Enchantress Legendary Heroes Loot Pack,0.0
Fallen Enchantress Legendary Heroes Map Pack,0.0
Fallen Enchantress Legendary Heroes Quest Pack,0.0
Fallout,185.9
Fallout 2,237.1
Fallout 3,689.6000000000001
Fallout 3 - Game of the Year Edition,2005.5999999999997
Fallout 3 - Mothership Zeta,0.0
Fallout 3 - Point Lookout,0.0
Fallout 3 - The Pitt,0.0
Fallout 4,10762.8
Fallout New Vegas,14832.900000000001
Fallout New Vegas Courier's Stash,0.0
Fallout New Vegas Dead Money,0.0
Fallout New Vegas Honest Hearts,0.0
Fallout Tactics,148.2
Famaze,0.7
Family Guy Back to the Multiverse,4.0
Fancy Skulls,6.199999999999999
Fantasy Wars,0.0
Far Cry,111.7
Far Cry 2,307.99999999999994
Far Cry 2 Fortunes Pack,0.0
Far Cry 3,5076.0
Far Cry 3 Blood Dragon,346.6
Far Cry 4,1251.7
FarSky,36.5
Farlight Explorers,0.5
Farm Machines Championships 2014,0.1
Farm for your Life,18.5
Farming Giant,31.0
Farming Simulator 15,2050.3
Farming Simulator 15 - ITRunner,0.0
Farming Simulator 2011,438.0
Farming Simulator 2013,2139.2
